scientific_name,park_name,observations,category,common_names,conservation_status
Carex atlantica ssp. atlantica,Great Smoky Mountains National Park,93,Vascular Plant,Sedge,Não Avaliado
Lupinus breweri var. grandiflorus,Yosemite National Park,157,Vascular Plant,Matted Lupine,Não Avaliado
Crataegus calpodendron,Great Smoky Mountains National Park,108,Vascular Plant,"Limestone Hawthorn, Pear Hawthorn",Não Avaliado
Castilleja applegatei ssp. pallida,Yellowstone National Park,270,Vascular Plant,Wavyleaf Indian Paintbrush,Não Avaliado
Claytonia caroliniana,Bryce National Park,106,Vascular Plant,"Carolina Spring-Beauty, Spring-Beauty",Não Avaliado
Tamiasciurus douglasii,Yellowstone National Park,219,Mammal,Chickaree,Não Avaliado
Delphinium bicolor ssp. bicolor,Yellowstone National Park,230,Vascular Plant,Little Larkspur,Não Avaliado
Stellaria pubera,Great Smoky Mountains National Park,77,Vascular Plant,"Giant Chickweed, Star Chickweed",Não Avaliado
Thalictrum dioicum,Bryce National Park,148,Vascular Plant,Early Meadowrue,Não Avaliado
Lemna valdiviana,Great Smoky Mountains National Park,63,Vascular Plant,"Duckweed, Pale Duckweed",Não Avaliado
Lemna valdiviana,Great Smoky Mountains National Park,63,Vascular Plant,"Pale Duckweed, Valdivia Duckweed, Valdivia's Duckweed",Não Avaliado
Deparia acrostichoides,Yosemite National Park,152,Vascular Plant,"Silvery Glade Fern, Silvery Spleenwort",Não Avaliado
Cryphaea nervosa,Yellowstone National Park,243,Nonvascular Plant,Cryphaea Moss,Não Avaliado
Viola canadensis var. canadensis,Yellowstone National Park,276,Vascular Plant,Canadian Violet,Não Avaliado
Batrachoseps diabolicus,Great Smoky Mountains National Park,86,Amphibian,Hell Hollow Slender Salamander,Não Avaliado
Nemophila breviflora,Yellowstone National Park,291,Vascular Plant,"Baby Blueeyes, Basin Nemophila, Great Basin Blue-Eyes",Não Avaliado
Gilia capillaris,Yosemite National Park,130,Vascular Plant,"Miniature Gilia, Smoothleaf Gilia",Não Avaliado
Danthonia intermedia,Great Smoky Mountains National Park,95,Vascular Plant,Timber Oatgrass,Não Avaliado
Empidonax hammondii,Yosemite National Park,153,Bird,Hammond's Flycatcher,Não Avaliado
Brassica rapa,Bryce National Park,78,Vascular Plant,"Bird's Rape, Rape Mustard",Não Avaliado
Brassica rapa,Bryce National Park,78,Vascular Plant,"Bird's Rape, Birdsrape Mustard, Field Mustard, Rape, Rape Mustard, Turnip Rape, Wild Mustard, Wild Rutabaga, Wild Turnip",Não Avaliado
Asplenium trichomanes ssp. trichomanes,Yosemite National Park,177,Vascular Plant,Maidenhair Spleenwort,Não Avaliado
Crepis intermedia,Yellowstone National Park,229,Vascular Plant,"Gray Hawksbeard, Limestone Hawksbeard",Não Avaliado
Hedwigia ciliata,Bryce National Park,118,Nonvascular Plant,Ciliate Hedwigia Moss,Não Avaliado
Chasmanthium laxum var. sessiliflorum,Yosemite National Park,176,Vascular Plant,Slender Woodoats,Não Avaliado
Thelypteris noveboracensis,Yosemite National Park,177,Vascular Plant,New York Fern,Não Avaliado
Arctostaphylos viscida ssp. mariposa,Great Smoky Mountains National Park,93,Vascular Plant,Mariposa Manzanita,Não Avaliado
Carex tahoensis,Yellowstone National Park,285,Vascular Plant,Tahoe Sedge,Não Avaliado
Photinia melanocarpa,Great Smoky Mountains National Park,56,Vascular Plant,Black Chokeberry,Não Avaliado
Hygrohypnum molle,Bryce National Park,87,Nonvascular Plant,Hygrohypnum Moss,Não Avaliado
Lycoris radiata,Yellowstone National Park,245,Vascular Plant,Magic Lily,Não Avaliado
Rubus glaucifolius,Yellowstone National Park,240,Vascular Plant,San Diego Raspberry,Não Avaliado
Lepidium densiflorum var. densiflorum,Great Smoky Mountains National Park,56,Vascular Plant,"Common Pepperweed, Miner's Pepperwort",Não Avaliado
Agoseris glauca var. glauca,Yosemite National Park,169,Vascular Plant,Pale Agoseris,Não Avaliado
Selaginella watsonii,Yosemite National Park,138,Vascular Plant,"Alpine Spikemoss, Watson's Spikemoss",Não Avaliado
Ptychomitrium incurvum,Yosemite National Park,128,Nonvascular Plant,Ptychomitrium Moss,Não Avaliado
Calamagrostis stricta,Great Smoky Mountains National Park,65,Vascular Plant,"Narrowspike Reedgrass, Slim-Stem Reed Grass, Slimstem Reedgrass",Não Avaliado
Castilleja applegatei ssp. pinetorum,Yosemite National Park,136,Vascular Plant,Wavyleaf Indian Paintbrush,Não Avaliado
Potamogeton gramineus,Bryce National Park,128,Vascular Plant,"Grassy Pondweed, Variableleaf Pondweed",Não Avaliado
Bryum lisae,Yosemite National Park,142,Nonvascular Plant,Bryum Moss,Não Avaliado
Leucodon brachypus var. andrewsianus,Great Smoky Mountains National Park,61,Nonvascular Plant,Andrews' Lecodon Moss,Não Avaliado
Danthonia sericea,Yellowstone National Park,218,Vascular Plant,"Downy Oat Grass, Silky Oat-Grass",Não Avaliado
Viola canadensis var. canadensis,Great Smoky Mountains National Park,83,Vascular Plant,Canadian Violet,Não Avaliado
Euthamia occidentalis,Yosemite National Park,128,Vascular Plant,"Western Goldenrod, Western Goldentop",Não Avaliado
Carduus pycnocephalus,Great Smoky Mountains National Park,122,Vascular Plant,"Compact-Headed Thistle, Italian Plumeless Thistle, Italian Thistle",Não Avaliado
Nycticorax nycticorax,Yosemite National Park,144,Bird,Black-Crowned Night-Heron,Species of Concern
Nycticorax nycticorax,Yosemite National Park,144,Bird,Black-Crowned Night Heron,Species of Concern
Asplenium trichomanes ssp. trichomanes,Great Smoky Mountains National Park,62,Vascular Plant,Maidenhair Spleenwort,Não Avaliado
Phacelia purpusii,Bryce National Park,113,Vascular Plant,Purpus' Phacelia,Não Avaliado
Trichophorum caespitosus,Yellowstone National Park,239,Vascular Plant,Deerhair Bulrush,Não Avaliado
Aronia arbutifolia,Great Smoky Mountains National Park,59,Vascular Plant,"Hairy Chokeberry, Red Chokeberry",Não Avaliado
Gaura filipes,Yosemite National Park,145,Vascular Plant,Slenderstalk Beeblossom,Não Avaliado
Phalaenoptilus nuttallii,Great Smoky Mountains National Park,58,Bird,Common Poorwill,Não Avaliado
Festuca ovina,Yellowstone National Park,250,Vascular Plant,Ovina Fescue,Não Avaliado
Aphanes microcarpa,Bryce National Park,86,Vascular Plant,Alchemilla,Não Avaliado
Viburnum rafinesquianum,Yosemite National Park,166,Vascular Plant,"Downy Arrowwood, Downy Arrow-Wood",Não Avaliado
Plegadis chihi,Yellowstone National Park,255,Bird,White-Faced Ibis,Species of Concern
Sturnus vulgaris,Bryce National Park,75,Bird,European Starling,Não Avaliado
Sturnus vulgaris,Bryce National Park,75,Bird,"Common Starling, European Starling",Não Avaliado
Chasmanthium latifolium,Yellowstone National Park,249,Vascular Plant,"Broad-Leaved Spanglegrass, Indian Sea-Oats",Não Avaliado
Cyperus pseudovegetus,Yosemite National Park,159,Vascular Plant,Marsh Flatsedge,Não Avaliado
Dicentra cucullaria,Yosemite National Park,142,Vascular Plant,"Dutchman's Breeches, Dutchman's Britches",Não Avaliado
Neotoma macrotis streatori,Great Smoky Mountains National Park,77,Mammal,Big-Eared Woodrat,Não Avaliado
Calochortus luteus,Yellowstone National Park,234,Vascular Plant,Yellow Mariposa Lily,Não Avaliado
Polemonium micranthum,Yellowstone National Park,256,Vascular Plant,"Annual Jacob's-Ladder, Annual Polemonium, Littlebell Jacob's-Ladder",Não Avaliado
Salix humilis,Yellowstone National Park,251,Vascular Plant,Prairie Willow,Não Avaliado
Erigeron foliosus var. hartwegii,Bryce National Park,53,Vascular Plant,Hartweg's Fleabane,Não Avaliado
Sanicula odorata,Yellowstone National Park,294,Vascular Plant,"Sanicle, Black Snakeroot",Não Avaliado
Climacium americanum,Bryce National Park,99,Nonvascular Plant,American Climacium Moss,Não Avaliado
Castilleja attenuata,Great Smoky Mountains National Park,77,Vascular Plant,"Attenuate Indian Paintbrush, Indian Paintbrush",Não Avaliado
Robinia viscosa,Bryce National Park,92,Vascular Plant,Clammy Locust,Não Avaliado
Platanthera flava var. flava,Yosemite National Park,149,Vascular Plant,Palegreen Orchid,Não Avaliado
Desmognathus conanti,Great Smoky Mountains National Park,48,Amphibian,Spotted Dusky Salamander,Não Avaliado
Lupinus fulcratus,Yellowstone National Park,253,Vascular Plant,Greenstipule Lupine,Não Avaliado
Euonymus obovata,Yosemite National Park,140,Vascular Plant,Running Strawberry Bush,Não Avaliado
Fritillaria pinetorum,Yosemite National Park,119,Vascular Plant,"Davidson's Fritillary, Pinewoods Fritillary",Não Avaliado
Physalis angulata,Yellowstone National Park,248,Vascular Plant,"Angular Ground-Cherry, Cut-Leaf Ground-Cherry",Não Avaliado
Ligusticum canbyi,Yosemite National Park,164,Vascular Plant,"Canby's Licorice-Root, Canby's Lovage",Não Avaliado
Capsella bursa-pastoris,Yellowstone National Park,270,Vascular Plant,"Common Shepherd's Purse, Shepherd's Purse",Não Avaliado
Capsella bursa-pastoris,Yellowstone National Park,270,Vascular Plant,"Shepherdspurse, Shepherd's-Purse",Não Avaliado
Pseudognaphalium obtusifolium ssp. obtusifolium,Yosemite National Park,154,Vascular Plant,Rabbittobacco,Não Avaliado
Listera caurina,Yosemite National Park,125,Vascular Plant,Northwestern Twayblade,Não Avaliado
Wyethia angustifolia,Yosemite National Park,194,Vascular Plant,California Compassplant,Não Avaliado
Toxicodendron radicans ssp. radicans,Bryce National Park,77,Vascular Plant,Eastern Poison Ivy,Não Avaliado
Eupatorium rotundifolium var. rotundifolium,Yellowstone National Park,261,Vascular Plant,Roundleaf Thoroughwort,Não Avaliado
Carex mariposana,Yosemite National Park,175,Vascular Plant,Mariposa Sedge,Não Avaliado
Eriophorum viridicarinatum,Yellowstone National Park,305,Vascular Plant,"Tassel Cotton-Grass, Thinleaf Cottonsedge",Não Avaliado
Campylium hispidulum,Yellowstone National Park,272,Nonvascular Plant,Hispid Campylium Moss,Não Avaliado
Symphoricarpos oreophilus var. utahensis,Yellowstone National Park,256,Vascular Plant,Utah Snowberry,Não Avaliado
Sparganium androcladum,Bryce National Park,103,Vascular Plant,"Branching Bur-Reed, Bur-Reed",Não Avaliado
Lonicera interrupta,Bryce National Park,95,Vascular Plant,Chaparral Honeysuckle,Não Avaliado
Dichanthelium sphaerocarpon,Bryce National Park,102,Vascular Plant,Roundfruit Panic Grass,Não Avaliado
Ceryle alcyon,Yellowstone National Park,231,Bird,Belted Kingfisher,Não Avaliado
Aplodontia rufa californica,Great Smoky Mountains National Park,57,Mammal,Sierra Nevada Mountain Beaver,Species of Concern
Glaucidium gnoma,Bryce National Park,84,Bird,"Mountain Pygmy Owl, Northern Pygmy-Owl",Não Avaliado
Glaucidium gnoma,Bryce National Park,84,Bird,Northern Pygmy Owl,Não Avaliado
Gymnostomum aeruginosum,Yellowstone National Park,252,Nonvascular Plant,Gymnostomum Moss,Não Avaliado
Lepidium perfoliatum,Great Smoky Mountains National Park,46,Vascular Plant,"Clasping Pepperweed, Clasping Pepperwort, Claspingleaf Pepperweed",Não Avaliado
Crotalus viridis viridis,Yosemite National Park,120,Reptile,Prairie Rattlesnake,Não Avaliado
Carex brunnescens ssp. brunnescens,Yellowstone National Park,280,Vascular Plant,Brownish Sedge,Não Avaliado
Melanerpes carolinus,Great Smoky Mountains National Park,78,Bird,Red-Bellied Woodpecker,Não Avaliado
Eupatorium hyssopifolium,Yellowstone National Park,277,Vascular Plant,"Hyssopleaf Thoroughwort, Narrow-Leaved Snakeroot",Não Avaliado
Cottus gulosus,Bryce National Park,89,Fish,Riffle Sculpin,Não Avaliado
Nerodia erythrogaster flavigaster,Great Smoky Mountains National Park,74,Reptile,"Yellowbelly Water Snake, Yellowbelly Watersnake",Não Avaliado
Fissidens osmundioides,Great Smoky Mountains National Park,62,Nonvascular Plant,Osmund Fissidens Moss,Não Avaliado
Inula helenium,Bryce National Park,84,Vascular Plant,Elecampane Inula,Não Avaliado
Crepis occidentalis,Yellowstone National Park,255,Vascular Plant,"Largeflower Hawksbeard, Large-Flower Hawk's-Beard, Western Hawksbeard",Não Avaliado
Senecio canus,Yosemite National Park,161,Vascular Plant,Woolly Groundsel,Não Avaliado
Bignonia capreolata,Yellowstone National Park,250,Vascular Plant,"Crossvine, Cross-Vine",Não Avaliado
Rhus copallinum var. latifolia,Great Smoky Mountains National Park,79,Vascular Plant,Shining Or Winged Sumac,Não Avaliado
Lycopodium dendroideum,Great Smoky Mountains National Park,68,Vascular Plant,Tree Groundpine,Não Avaliado
Muhlenbergia asperifolia,Great Smoky Mountains National Park,101,Vascular Plant,"Alkali Muhly, Scratchgrass",Não Avaliado
Calochortus leichtlinii,Yellowstone National Park,220,Vascular Plant,"Leichtlin's Mariposa Lily, Smokey Mariposa",Não Avaliado
Penstemon radicosus,Yosemite National Park,134,Vascular Plant,Matroot Penstemon,Não Avaliado
Mnium hornum,Great Smoky Mountains National Park,70,Nonvascular Plant,Horn Calcareous Moss,Não Avaliado
Lepidium sativum,Yellowstone National Park,268,Vascular Plant,"Garden Pepperwort, Gardencress Pepperweed",Não Avaliado
Salix caprea,Yellowstone National Park,231,Vascular Plant,Goat Willow,Não Avaliado
Oncorhynchus mykiss aguabonita,Bryce National Park,90,Fish,California Golden Trout,Não Avaliado
Taenidia integerrima,Yellowstone National Park,226,Vascular Plant,"Yellow Pimpernel, Yellow Pimpernell",Não Avaliado
Carex capillaris,Great Smoky Mountains National Park,84,Vascular Plant,"Hair Sedge, Hairlike Sedge, Hair-Like Sedge",Não Avaliado
Poa interior,Bryce National Park,79,Vascular Plant,Inland Bluegrass,Não Avaliado
Photinia melanocarpa,Bryce National Park,104,Vascular Plant,Black Chokeberry,Não Avaliado
Mergus serrator,Yosemite National Park,144,Bird,Red-Breasted Merganser,Não Avaliado
Vireo solitarius,Bryce National Park,84,Bird,"Blue-Headed Vireo, Solitary Vireo",Não Avaliado
Vireo solitarius,Bryce National Park,84,Bird,Blue-Headed Vireo,Não Avaliado
Carex platyphylla,Great Smoky Mountains National Park,64,Vascular Plant,"Broad-Leaved Sedge, Glaucous Broad-Leaved Sedge",Não Avaliado
Eriogonum heracleoides var. heracleoides,Bryce National Park,119,Vascular Plant,Parsnipflower Buckwheat,Não Avaliado
Cornus alternifolia,Yellowstone National Park,237,Vascular Plant,"Alternate-Leaf Dogwood, Alternate-Leaved Dogwood",Não Avaliado
Justicia americana,Bryce National Park,118,Vascular Plant,"Common Water-Willow, Water-Willow",Não Avaliado
Arnica mollis,Yosemite National Park,152,Vascular Plant,"Hairy Arnica, Wooly Arnica",Não Avaliado
Cygnus cygnus,Bryce National Park,123,Bird,Whooper Swan,Não Avaliado
Physalis virginiana,Great Smoky Mountains National Park,82,Vascular Plant,Virginia Ground-Cherry,Não Avaliado
Ipomoea quamoclit,Yellowstone National Park,257,Vascular Plant,Cypressvine,Não Avaliado
Vermivora lawrencii,Yosemite National Park,170,Bird,Lawrence's Warbler,Não Avaliado
Cornus sericea ssp. sericea,Yellowstone National Park,275,Vascular Plant,"Redosier Dogwood, Siberian Dogwood, Tatarian Dogwood",Não Avaliado
Salix drummondiana,Bryce National Park,115,Vascular Plant,Drummond's Willow,Não Avaliado
Gentiana clausa,Yosemite National Park,127,Vascular Plant,Bottle Gentian,Não Avaliado
Callitriche terrestris,Yosemite National Park,120,Vascular Plant,Water Star-Wort,Não Avaliado
Juncus scirpoides,Bryce National Park,144,Vascular Plant,"Rush, Scirpus-Like Rush",Não Avaliado
Balsamorhiza macrolepis,Yellowstone National Park,247,Vascular Plant,"California Balsamroot, Silvery Balsamroot",Não Avaliado
Pityopsis graminifolia var. latifolia,Yosemite National Park,155,Vascular Plant,Narrowleaf Silkgrass,Não Avaliado
Branta bernicla,Great Smoky Mountains National Park,80,Bird,Brant,Não Avaliado
Branta bernicla,Great Smoky Mountains National Park,80,Bird,"Brant, Brant Goose, Brent Goose",Não Avaliado
Hesperostipa comata ssp. comata,Great Smoky Mountains National Park,99,Vascular Plant,"Needle And Thread, Needleandthread",Não Avaliado
Commelina virginica,Great Smoky Mountains National Park,82,Vascular Plant,"Virginia Dayflower, Virginia Day-Flower",Não Avaliado
Rubus trux,Bryce National Park,125,Vascular Plant,"A Bramble, Truculent Blackberry",Não Avaliado
Carex vernacula,Great Smoky Mountains National Park,64,Vascular Plant,"Native Sedge, Spring Sedge",Não Avaliado
Bupleurum americanum,Bryce National Park,115,Vascular Plant,American Thorow Wax,Não Avaliado
Stephanomeria lactucina,Great Smoky Mountains National Park,63,Vascular Plant,"Creeping Wirelettuce, Lettuce Wirelettuce",Não Avaliado
Homalia trichomanoides,Bryce National Park,103,Nonvascular Plant,Homalia Moss,Não Avaliado
Physocarpus capitatus,Bryce National Park,112,Vascular Plant,Pacific Ninebark,Não Avaliado
Desmognathus imitator,Yosemite National Park,117,Amphibian,Imitator Salamander,Não Avaliado
Vaccinium myrtillus var. oreophilum,Yellowstone National Park,278,Vascular Plant,Whortleberry,Não Avaliado
Wolffia brasiliensis,Yellowstone National Park,256,Vascular Plant,Brazilian Watermeal,Não Avaliado
Vitis rotundifolia,Bryce National Park,110,Vascular Plant,"Muscadine, Muscadine Grape",Não Avaliado
Asclepias fascicularis,Great Smoky Mountains National Park,86,Vascular Plant,"Mexican Whorled Milkweed, Narrowleaf Milkweed, Narrow-Leaved Milkweed",Não Avaliado
Microsteris gracilis var. humilior,Bryce National Park,107,Vascular Plant,Slender Phlox,Não Avaliado
Ionactis alpina,Great Smoky Mountains National Park,76,Vascular Plant,"Crag Aster, Lava Aster",Não Avaliado
Chrysosplenium americanum,Great Smoky Mountains National Park,92,Vascular Plant,"American Golden-Saxifrage, Golden Saxifrage",Não Avaliado
Dianthus armeria,Great Smoky Mountains National Park,91,Vascular Plant,"Deptford Pink, Deptford-Pink",Não Avaliado
Dianthus armeria,Great Smoky Mountains National Park,91,Vascular Plant,Deptford Pink,Não Avaliado
Setophaga citrina,Great Smoky Mountains National Park,86,Bird,Hooded Warbler,Não Avaliado
Horkelia fusca ssp. parviflora,Great Smoky Mountains National Park,39,Vascular Plant,Smallflower Horkelia,Não Avaliado
Botrychium virginianum,Great Smoky Mountains National Park,88,Vascular Plant,Rattlesnake Fern,Não Avaliado
Botrychium virginianum,Great Smoky Mountains National Park,88,Vascular Plant,"Common Grapefern, Rattlesnake Fern",Não Avaliado
